review,sentiment
"Not bad, not great, just a regular headphones. Nothing to write home about.",neutral
Worst camera I've ever,negative
"This shoes is terrible, broke after one day. Asked for a refund.",negative
"I absolutely love this coffee maker, it works perfectly! My whole family loves it.",positive
"Poor quality book, would not recommend. Asked for a refund.",negative
Bad charger.,negative
"This charger exceeded all my expectations, love it. My whole family loves it.",positive
This blender is cheaply made and fell apart quickly. Never ordering from here again.,negative
"Worst backpack I've ever purchased, total waste.",negative
The microwave arrived damaged and customer service was rude. Never ordering from here again.,negative
"Extremely disappointed, the laptop does not work at all.",negative
"Fantastic router, customer service was also great.",positive
"Really good blender, does exactly what it promises. Will be buying more from this brand.",positive
"Extremely disappointed, the phone does not work at all.",negative
The microwave is functional but the design could improve. Nothing to write home about.,neutral
The headphones arrived damaged and customer service was rude. Do not buy this.,negative
"Fantastic backpack, customer service was also great. Shipping was fast too.",positive
"I absolutely love this watch, it works perfectly! Will be buying more from this brand.",positive
"Awful camera, broke within days of use. Asked for a refund.",negative
"Best laptop I've ever bought, highly recommend it.",positive
"Worst backpack I've ever purchased, total waste. Asked for a refund.",negative
"This blender does what it says, nothing extraordinary. Nothing to write home about.",neutral
"The jacket is decent for the price, not amazing. Nothing to write home about.",neutral
"This charger does what it says, nothing extraordinary. Nothing to write home about.",neutral
"Outstanding blender, will definitely buy again. Will be buying more from this brand.",positive
"Great television, exceeded my expectations. My whole family loves it.",positive
Bad watch.,negative
"Average mouse, does the job but nothing more. It's okay for the price.",neutral
"Fantastic coffee maker, customer service was also great. Definitely a great buy.",positive
"This speaker is terrible, broke after one day. Asked for a refund.",negative
"The backpack is okay, nothing special about it.",neutral
"I'm so glad I bought this coffee maker, it's wonderful. Definitely a great buy.",positive
The television is functional but the design could improve.,neutral
"The camera is okay, nothing special about it. It's okay for the price.",neutral
"Nice laptop, thanks.",positive
"Horrible experience with this mouse, never buying again.",negative
"The blender is decent for the price, not amazing.",neutral
"This shoes is terrible, broke after one day. Complete waste of money.",negative
"The backpack is decent for the price, not amazing.",neutral
"It's an average tablet, meets basic requirements. Nothing to write home about.",neutral
"This headphones does what it says, nothing extraordinary. Nothing to write home about.",neutral
"This watch is fine, could be better though.",neutral
"Terrible build quality, this coffee maker is a huge letdown. Do not buy this.",negative
"Really good television, does exactly what it promises. Definitely a great buy.",positive
"It's a standard charger, works fine for basic needs. Nothing to write home about.",neutral
This phone is cheaply made and fell apart quickly. Do not buy this.,negative
"This phone exceeded all my expectations, love it.",positive
The vacuum cleaner is functional but the design could improve. It's,neutral
"Outstanding keyboard, will definitely buy again.",positive
"This book exceeded all my expectations, love it. Definitely a great buy.",positive
"Excellent quality, router arrived on time and works great. Shipping was fast too.",positive
"Bad vacuum cleaner, completely different from what was advertised. Never ordering from here again.",negative
"I'm so glad I bought this keyboard, it's wonderful. Will be buying more from this brand.",positive
"The blender works as expected, no",neutral
"Very happy with this backpack, five stars!",positive
"Terrible build quality, this television is a huge letdown.",negative
"Horrible experience with this printer, never buying again. Complete waste of money.",negative
"This laptop does what it says, nothing extraordinary. Might consider other brands next time.",neutral
"Horrible experience with this television, never buying again. Never ordering from here again.",negative
"Very happy with this laptop, five stars!",positive
"Reasonably priced coffee maker, performs adequately. Nothing",neutral
"Best keyboard I've ever bought, highly recommend it. Will be buying more from this brand.",positive
"Reasonably priced microwave,",neutral
"I absolutely love this speaker, it works perfectly! My whole family loves it.",positive
"Very happy with this microwave, five stars!",positive
"Great book, exceeded my expectations. My whole family loves it.",positive
"Really good tablet, does exactly what it promises. Shipping was fast too.",positive
"The book is okay, nothing special about it.",neutral
"The printer works flawlessly, I'm impressed. Shipping",positive
"It's an average tablet, meets basic requirements. It's okay for the price.",neutral
"Average microwave, does the job but nothing more. Nothing to write home about.",neutral
"This tablet exceeded all my expectations, love it. Shipping was fast too.",positive
"Awful microwave, broke within days of use. Asked for a refund.",negative
"The camera works as expected, no complaints really.",neutral
The coffee maker arrived damaged and customer service was rude. Do not buy this.,negative
"Bad watch, completely different from what was advertised.",negative
"Really good mouse, does exactly what it promises. Shipping was fast too.",positive
This backpack is cheaply made and fell apart quickly.,negative
"Horrible experience with this microwave, never buying again. Complete waste of money.",negative
"Poor quality charger, would not recommend. Do",negative
Good blender.,positive
"This keyboard is a scam, doesn't work as advertised. Never ordering from here again.",negative
"Extremely disappointed, the router does not work at all. Asked for a refund.",negative
"The monitor is okay, nothing special about it.",neutral
"Bad microwave, completely different from what was advertised. Do not buy this.",negative
"Not bad, not great, just a regular camera.",neutral
"Extremely disappointed, the watch does not work at all. Never ordering from here again.",negative
"Outstanding vacuum cleaner, will definitely buy again. Shipping was fast too.",positive
"Poor quality backpack, would not recommend. Do not buy this.",negative
"I'm so glad I bought this phone, it's wonderful. Will be buying",positive
"Awful coffee maker, broke within days of use. Complete waste of money.",negative
"Poor quality coffee maker, would not recommend.",negative
"I regret buying this vacuum cleaner, it's just useless. Asked for a refund.",negative
"Excellent quality, coffee maker arrived on time and works great. Definitely a great buy.",positive
"This charger is fine, could be better though.",neutral
"Superb build quality, this watch is fantastic. My whole family loves it.",positive
"Excellent quality, camera arrived on time and works great. Shipping was fast too.",positive
"Top notch monitor, fast delivery and great packaging. My whole family loves it.",positive
"Fantastic blender, customer service was also great.",positive
"It's a standard tablet, works fine for basic needs. Might consider other brands next time.",neutral
"It's a standard book, works fine for basic needs. It's okay for the price.",neutral
"Best charger I've ever bought, highly",positive
"Superb build quality, this jacket is fantastic.",positive
"Awful blender, broke within days of use.",negative
"This router does what it says, nothing extraordinary.",neutral
"The coffee maker is okay, nothing special about it. Might consider other brands next time.",neutral
"Outstanding camera, will definitely buy again. My whole family loves it.",positive
"I'm so glad I bought this headphones,",positive
"Not bad, not great, just a regular phone. It's okay for the price.",neutral
"This shoes does what it says, nothing extraordinary.",neutral
"Very happy with this shoes, five stars! My whole family loves it.",positive
"Superb build quality, this blender is fantastic.",positive
The watch is functional but the design,neutral
"Top notch jacket, fast delivery and great packaging. My whole family loves it.",positive
"Poor quality phone, would not recommend.",negative
"This microwave is amazing, worth every penny.",positive
"The headphones works as expected, no complaints really. Might consider other brands next time.",neutral
"The vacuum cleaner stopped working within a week, awful. Do not buy this.",negative
"It's a standard book, works fine for basic needs.",neutral
"Superb build quality, this router is fantastic.",positive
This mouse is cheaply made and fell apart quickly.,negative
"Really good laptop, does exactly what it promises. Will be buying more from this brand.",positive
"It's an average watch, meets basic requirements. It's okay for the price.",neutral
"The microwave stopped working within a week, awful. Asked for a refund.",negative
"Worst keyboard I've ever purchased, total",negative
"Extremely disappointed, the blender does",negative
"I absolutely love this mouse, it works perfectly! Definitely a great buy.",positive
"Superb build quality, this coffee maker is",positive
The shoes is functional but the design could improve.,neutral
"The phone is okay for casual use, nothing",neutral
"The speaker works as expected, no complaints really. It's okay for the price.",neutral
"Worst phone I've ever purchased, total waste. Complete",negative
"This printer is fine, could be better though. Might consider other brands next time.",neutral
"The television is decent for the price, not amazing.",neutral
"Great camera, exceeded my expectations.",positive
"Reasonably priced keyboard, performs adequately. Nothing to write home about.",neutral
"I'm so glad I bought this charger, it's wonderful. Will be buying",positive
"Perfect monitor for the price, couldn't be happier. Will be buying more from this brand.",positive
"This monitor exceeded all my expectations, love it. My whole family loves it.",positive
"The monitor works flawlessly, I'm impressed.",positive
"Worst tablet I've ever purchased, total waste. Asked for a refund.",negative
"Nice coffee maker, thanks.",positive
"Poor quality coffee maker,",negative
"The watch works flawlessly, I'm impressed. Will be buying more from this brand.",positive
"This blender does what it says, nothing extraordinary. It's okay for the price.",neutral
Good charger.,positive
"The backpack is okay for casual use, nothing outstanding. It's okay for the price.",neutral
"The camera is okay for casual use, nothing outstanding.",neutral
"The watch is okay for casual use, nothing outstanding. Might consider other brands next time.",neutral
"It's a standard mouse, works fine for basic needs.",neutral
"It's an average vacuum cleaner, meets basic requirements. Might consider other brands next time.",neutral
"The jacket is okay, nothing special about it. Might consider",neutral
"The jacket is decent for the price, not",neutral
"I absolutely love this jacket, it works perfectly!",positive
"The keyboard is defective, requesting a refund immediately. Do not buy this.",negative
"This book is amazing, worth every penny.",positive
"The watch is defective, requesting a refund immediately.",negative
"Bad vacuum cleaner, completely different from what was advertised.",negative
This book is cheaply made and fell apart quickly.,negative
"This shoes is a scam, doesn't",negative
"Extremely disappointed, the laptop does not work at all. Never ordering from here again.",negative
"Top notch backpack, fast delivery and great packaging.",positive
The microwave is functional but the design could improve. It's okay for the price.,neutral
This laptop is cheaply made and fell apart quickly. Asked for a refund.,negative
Good speaker.,positive
"This jacket does what it says, nothing extraordinary. Nothing to write home about.",neutral
"The router is okay for casual use, nothing outstanding.",neutral
"Horrible experience with this television, never buying again. Asked for a refund.",negative
"This camera is fine, could be better though.",neutral
"The coffee maker is okay for casual use, nothing outstanding.",neutral
"The blender stopped working within a week, awful. Asked for a refund.",negative
"Awful jacket, broke within days of use. Asked for a refund.",negative
"Nice keyboard, thanks.",positive
"The speaker is decent for the price, not amazing.",neutral
"Not bad, not great, just a",neutral
"It's an average printer, meets basic requirements. Might consider other brands next time.",neutral
"Best keyboard I've ever bought, highly recommend it. My whole family loves it.",positive
"Average router, does the job but nothing more. Might consider other brands next time.",neutral
The jacket is functional but the design could improve. It's okay for the price.,neutral
"Awful camera, broke within days of use.",negative
The phone is functional but the design could improve. Might,neutral
The microwave is okay for,neutral
"Horrible experience with this speaker, never buying again.",negative
"Horrible experience with this television, never buying again. Do not buy this.",negative
This television is cheaply made and fell apart quickly.,negative
"This camera exceeded all my expectations, love it. Will be buying more from this brand.",positive
"Excellent quality, monitor arrived on time and works great. Shipping was fast too.",positive
"The keyboard is defective, requesting a refund immediately.",negative
"I absolutely love this watch, it works perfectly! Shipping was fast too.",positive
"Perfect coffee maker for the price, couldn't",positive
"Awful backpack, broke within days of use. Asked for a refund.",negative
"The speaker is okay, nothing special about it.",neutral
"Reasonably priced printer, performs adequately. Might consider other",neutral
"Great television, exceeded my expectations.",positive
"Top notch laptop, fast delivery and great packaging. Shipping was fast too.",positive
"The shoes works flawlessly, I'm impressed. My whole family loves it.",positive
"Not bad, not great, just a regular shoes. Nothing to write home about.",neutral
"Really good backpack, does exactly",positive
"Worst speaker I've ever purchased, total waste.",negative
"The router is decent for the price, not amazing.",neutral
"I'm so glad I bought this jacket, it's wonderful. Definitely a great buy.",positive
"The phone is okay for casual use, nothing outstanding.",neutral
"The backpack works flawlessly, I'm impressed.",positive
"This phone exceeded all my expectations, love it. Shipping was fast too.",positive
"I regret buying this charger, it's",negative
"Worst printer I've ever purchased, total waste. Complete waste of money.",negative
"Poor quality camera, would not recommend. Complete waste of money.",negative
"I'm so glad I bought this mouse, it's wonderful. Shipping was fast too.",positive
"The tablet is okay, nothing special about it.",neutral
"The microwave is defective, requesting a refund immediately. Do not buy this.",negative
"It's a standard tablet, works fine for basic needs.",neutral
"Average television, does the job but nothing more. Nothing to write home about.",neutral
The monitor stopped working within,negative
"Bad charger, completely different from what was advertised. Asked for a refund.",negative
"Average watch, does the job but nothing more. It's okay for the price.",neutral
"I'm so glad I bought this backpack, it's wonderful. My whole family loves it.",positive
"The camera works as expected, no complaints",neutral
"Superb build quality, this coffee maker is fantastic. Definitely a great buy.",positive
The keyboard arrived damaged and customer service was,negative
"Worst printer I've ever purchased, total waste. Asked for a refund.",negative
"This jacket is terrible, broke after one day.",negative
"The mouse is decent for the price, not amazing. Nothing to write home about.",neutral
"Average blender, does the job but nothing more.",neutral
"This printer is terrible, broke after one",negative
"Poor quality blender, would not recommend. Complete waste of money.",negative
"The charger works as expected, no complaints really. It's okay for the price.",neutral
"This laptop exceeded all my expectations, love it. Definitely a great buy.",positive
"Best book I've ever bought, highly recommend it. My whole family loves it.",positive
"The headphones works flawlessly, I'm impressed. Definitely a great buy.",positive
"The phone is decent for the price, not amazing. Nothing to write home about.",neutral
"The router is okay for casual use, nothing outstanding. It's okay for the price.",neutral
"Awful vacuum cleaner, broke within",negative
"Bad television, completely different from",negative
"The television is okay, nothing special about it. Nothing to write home about.",neutral
"Not bad, not great, just a regular laptop. Might consider other brands next time.",neutral
"I absolutely love this jacket, it works perfectly! Definitely a great buy.",positive
The camera arrived damaged and customer service was rude. Asked for a refund.,negative
"It's an average backpack, meets basic requirements.",neutral
"Really good jacket, does exactly what it promises.",positive
"This keyboard is terrible, broke after one day. Complete waste of money.",negative
"I'm so glad I bought this camera, it's wonderful. My whole family loves it.",positive
"The television works as expected, no complaints really. Might consider other brands next time.",neutral
"Perfect coffee maker for the price, couldn't be happier. Definitely a great buy.",positive
"This jacket is amazing, worth every penny. Shipping was fast too.",positive
"Poor quality vacuum cleaner, would not recommend. Never",negative
The router is okay,neutral
"I absolutely love this monitor, it works perfectly! My whole family loves it.",positive
"It's a standard jacket, works fine for basic needs. It's okay for the price.",neutral
"Best book I've ever bought, highly recommend it. Shipping was fast too.",positive
"The jacket stopped working within a week, awful.",negative
"Very happy with this microwave, five stars! Definitely a great buy.",positive
"The shoes is okay for casual use, nothing outstanding. Nothing to write home about.",neutral
The printer arrived damaged and customer service was rude. Asked for a refund.,negative
"Best laptop I've ever bought, highly recommend it. Will be buying more from this brand.",positive
"Fantastic speaker, customer service was also great. Will be buying more",positive
"Not bad, not great, just a regular tablet. It's okay for the price.",neutral
"Best television I've ever bought, highly recommend it. Definitely a great buy.",positive
"This tablet is terrible, broke after one day.",negative
"Bad watch, completely different from",negative
"Really good book, does exactly what it promises. Definitely a great buy.",positive
"I regret buying this coffee maker, it's just useless. Do not buy this.",negative
"Waste, avoid this mouse.",negative
"Really good blender, does exactly what it promises. Will be",positive
"Average vacuum cleaner, does the job",neutral
"Average printer, does the job but nothing more. It's okay for the price.",neutral
"This microwave exceeded all my expectations, love it. Shipping was fast too.",positive
"This microwave is terrible,",negative
"The blender is defective, requesting a refund immediately. Do not buy this.",negative
"Not bad, not great, just a regular",neutral
"Perfect printer for the price, couldn't be happier. My whole family loves it.",positive
"This mouse exceeded all my expectations,",positive
The television is okay for,neutral
"The backpack works as expected, no complaints really.",neutral
"This camera is terrible, broke after one day.",negative
"I'm so glad I bought this television, it's wonderful. Shipping was fast too.",positive
"Bad vacuum cleaner, completely different from what was advertised. Complete waste of money.",negative
"This headphones exceeded all my expectations, love it. Definitely a great buy.",positive
"Horrible experience with this blender, never buying again. Complete waste of money.",negative
"Bad backpack, completely different from what was advertised. Asked for a refund.",negative
"It's an average mouse, meets basic requirements.",neutral
"This keyboard is fine, could be better though. Nothing to write home about.",neutral
"Very disappointed with this mouse, waste",negative
"Average charger, does the job but nothing more. It's okay for the price.",neutral
"I regret buying this charger, it's just useless. Never ordering from here again.",negative
"Best printer I've ever bought, highly recommend it. Definitely a great buy.",positive
"The monitor works flawlessly, I'm impressed. Will be buying more",positive
The speaker is functional but the design could improve.,neutral
"This blender is a scam, doesn't work as advertised. Asked for a refund.",negative
"The mouse is decent for the price, not amazing. It's okay for the price.",neutral
"The blender stopped working within a week, awful. Never ordering from here again.",negative
"The laptop is defective, requesting a refund immediately.",negative
"The vacuum cleaner is okay for casual use, nothing outstanding. Might",neutral
"Outstanding tablet, will definitely buy again. Definitely a great buy.",positive
"Not bad, not great, just a regular speaker. Nothing",neutral
"Perfect laptop for the price, couldn't be happier. My whole family loves it.",positive
Good laptop.,positive
"Outstanding camera, will definitely buy again. Definitely a great buy.",positive
"Average shoes, does the job but nothing more. Might consider other brands next time.",neutral
"The mouse is defective, requesting a refund immediately.",negative
"The laptop stopped working within a week, awful.",negative
"It's a standard charger, works fine for basic needs. It's okay for the price.",neutral
"This watch is terrible, broke after one day. Complete waste of money.",negative
"Worst jacket I've ever purchased, total waste. Never ordering from here again.",negative
"Great printer, exceeded my expectations. Will be buying more from this brand.",positive
"I'm so glad I bought this blender, it's wonderful.",positive
"I absolutely love this tablet, it works perfectly! My whole family loves it.",positive
"Best router I've ever bought, highly",positive
"Fantastic television, customer service was also great. Shipping was fast too.",positive
Worst backpack I've ever,negative
"The watch stopped working within a week, awful.",negative
"Poor quality speaker, would not recommend. Never ordering from here again.",negative
"Waste, avoid this microwave.",negative
"I'm so glad I bought this printer, it's wonderful. My",positive
"It's a standard keyboard, works fine for basic needs. Might consider other brands next time.",neutral
The headphones is functional but the design could improve. Might consider other brands next time.,neutral
"Bad mouse, completely different from what was advertised. Never ordering from here again.",negative
"It's a standard speaker, works fine for basic needs. Nothing to write home about.",neutral
"Not bad, not great, just a regular printer. Might consider other brands next time.",neutral
"This phone is a scam, doesn't work as advertised.",negative
"Very happy with this vacuum cleaner, five stars! Will be",positive
"The mouse stopped working within a week, awful. Do not buy this.",negative
"Great jacket, exceeded my expectations. Will be buying more from this brand.",positive
"Reasonably priced tablet, performs adequately. It's okay for the price.",neutral
"Best charger I've ever bought, highly recommend it. Definitely a great buy.",positive
"The coffee maker is defective, requesting a refund immediately. Asked for a refund.",negative
"This camera is terrible, broke after one day. Complete waste of money.",negative
"Poor quality microwave, would",negative
"Average printer, does the job but nothing more. Nothing to write home about.",neutral
"This backpack does what it says, nothing extraordinary.",neutral
"Nice printer, thanks.",positive
"The blender is okay, nothing special about it. It's okay for the price.",neutral
"This blender is amazing, worth every",positive
"Awful tablet, broke within days of use. Asked for a refund.",negative
"The camera is decent for the price, not amazing.",neutral
"Not bad, not great, just a regular jacket. Nothing to write home about.",neutral
Bad camera.,negative
"Excellent quality, camera arrived on time and works great.",positive
"The headphones is decent for the price, not amazing. Might consider other brands next time.",neutral
The headphones stopped working within,negative
"This keyboard is amazing, worth",positive
"Top notch blender, fast delivery and great packaging. My",positive
"It's a standard mouse,",neutral
"This keyboard exceeded all my expectations, love it. My whole family loves it.",positive
"The printer is okay, nothing special about it.",neutral
"The mouse works flawlessly, I'm impressed. My whole family loves it.",positive
"Very happy with this jacket, five stars! Shipping was fast too.",positive
"Extremely disappointed, the jacket does not work at all.",negative
"It's an average coffee maker, meets basic requirements. It's okay for the price.",neutral
"This television exceeded all my expectations, love it.",positive
"It's an average shoes, meets basic requirements. It's okay for the price.",neutral
"Reasonably priced monitor, performs adequately.",neutral
"It's a standard television, works fine for basic needs. It's okay for the price.",neutral
"Best jacket I've ever bought, highly recommend it. Shipping was fast too.",positive
"This vacuum cleaner exceeded all my expectations, love it. Shipping was fast too.",positive
"Top notch microwave, fast delivery and great packaging.",positive
"The router works as expected, no complaints really.",neutral
"Really good charger, does exactly what it promises.",positive
"Worst tablet I've ever purchased, total waste.",negative
"I absolutely love this television, it works perfectly!",positive
"Superb build quality, this headphones is",positive
"I absolutely love this blender, it works perfectly! My whole family loves it.",positive
"The speaker works flawlessly, I'm impressed. Will be buying more from this brand.",positive
"Very happy with this router, five stars! Will be buying more from this brand.",positive
"Top notch tablet, fast delivery and great packaging. Will be buying more from this brand.",positive
"The shoes is defective, requesting a refund immediately. Complete waste of money.",negative
"Superb build quality, this headphones is fantastic. Will be buying more from this brand.",positive
"Extremely disappointed, the watch does not work",negative
"This vacuum cleaner does what it says, nothing extraordinary. Might consider other brands next time.",neutral
"Waste, avoid this jacket.",negative
"Not bad, not great, just a regular printer.",neutral
"Outstanding headphones, will definitely buy again. Will be buying more from this brand.",positive
"This tablet does what it says, nothing extraordinary.",neutral
"Extremely disappointed, the phone does not work at all. Do not buy this.",negative
"This headphones is amazing, worth every penny. Shipping was fast too.",positive
"I absolutely love this jacket, it works perfectly! My whole family loves it.",positive
The television arrived damaged and customer service was rude.,negative
"This charger does what it says, nothing extraordinary.",neutral
"Poor quality jacket, would not recommend.",negative
"Very disappointed with this watch, waste of money.",negative
"Really good television, does exactly what it promises.",positive
"The blender works as expected, no complaints really. Nothing to write home about.",neutral
"This microwave is fine, could be better",neutral
"The tablet works as expected, no complaints really. It's okay for the price.",neutral
The watch is functional but the design could improve.,neutral
"This monitor is fine, could be better though. Nothing to write home about.",neutral
"Reasonably priced shoes, performs adequately. It's",neutral
"Reasonably priced watch, performs adequately. It's okay for the price.",neutral
"This blender exceeded all my expectations, love it. Definitely a great buy.",positive
"It's an average coffee maker, meets basic requirements. Nothing to write home about.",neutral
"Great printer, exceeded my expectations. Shipping was fast too.",positive
"The watch is defective, requesting a refund immediately. Do not buy this.",negative
"Best watch I've ever bought, highly recommend",positive
"The jacket stopped working within a week, awful. Never ordering from here again.",negative
This jacket does what,neutral
"Horrible experience with this printer, never buying again.",negative
"Bad camera, completely different from what was advertised. Complete waste of money.",negative
The phone is functional but the design could improve.,neutral
"Best blender I've ever bought, highly recommend it.",positive
"This microwave does what it says, nothing extraordinary. Might consider",neutral
"Very happy with this tablet, five stars! My whole family loves it.",positive
"I absolutely love this tablet, it works",positive
"Great watch, exceeded my expectations.",positive
"Very disappointed with this charger, waste of money.",negative
This mouse is cheaply made and fell apart quickly. Never ordering from here again.,negative
"I regret buying this monitor, it's just useless. Do not buy this.",negative
"The phone stopped working within a week, awful. Complete waste of money.",negative
"Average speaker, does the job but",neutral
"Extremely disappointed, the shoes does not work at all. Asked for a refund.",negative
The monitor arrived damaged and customer service was rude. Do not buy this.,negative
"The speaker is okay for casual use, nothing outstanding. It's okay for the price.",neutral
"The camera works flawlessly, I'm impressed.",positive
"Horrible experience with this speaker, never buying again. Do not buy this.",negative
"Terrible build quality, this vacuum cleaner is a huge letdown. Do not buy this.",negative
"Awful phone, broke within days of use. Never ordering from here again.",negative
"Perfect microwave for the price, couldn't be happier.",positive
"I absolutely love this headphones, it works perfectly! Shipping was fast too.",positive
"Superb build quality, this printer is fantastic. Definitely a great buy.",positive
"Superb build quality, this keyboard is fantastic.",positive
"Extremely disappointed, the laptop does not work at all. Asked for a refund.",negative
The jacket is functional but the design could,neutral
"Excellent quality, printer arrived on time and works great.",positive
"The tablet works as expected, no complaints really. Might consider other brands next time.",neutral
"Waste, avoid this book.",negative
"Not bad, not great, just a regular monitor. Nothing to write home about.",neutral
The camera is functional but the design could improve. Nothing to write home about.,neutral
"Not bad, not great, just a regular vacuum cleaner. It's okay for the price.",neutral
"Outstanding speaker, will definitely buy again. Definitely a great buy.",positive
"Extremely disappointed, the router does not work at all.",negative
"It's a standard vacuum cleaner, works fine for basic needs. Nothing to write home about.",neutral
"The keyboard works flawlessly, I'm impressed. Will be buying more from this brand.",positive
"This coffee maker exceeded all my expectations, love it. My whole family loves it.",positive
"Excellent quality, coffee maker arrived on time and works great.",positive
"The charger works flawlessly, I'm impressed. My whole family loves it.",positive
"The tablet works flawlessly, I'm impressed. My whole family loves it.",positive
"Superb build quality, this shoes is fantastic. Will be buying more from this brand.",positive
"Extremely disappointed, the backpack does not work at all. Never ordering from here again.",negative
"Worst blender I've ever purchased, total waste.",negative
"I regret buying this backpack, it's just useless. Complete waste of money.",negative
Okay watch.,neutral
"The printer is defective, requesting a refund",negative
"Outstanding headphones, will definitely buy again.",positive
"The speaker stopped working within a week, awful.",negative
"The vacuum cleaner is okay for casual use, nothing outstanding. It's okay for the price.",neutral
"Horrible experience with this microwave, never buying again. Do not buy this.",negative
The speaker is functional but the design could improve. Might consider other brands next time.,neutral
"Fantastic printer, customer service was also great. Definitely a great buy.",positive
"I'm so glad I bought this keyboard, it's wonderful. Definitely a great buy.",positive
"Top notch phone, fast delivery and great packaging. Definitely a great buy.",positive
"The phone stopped working within a week, awful.",negative
"Reasonably priced shoes, performs adequately.",neutral
"I'm so glad I bought this television, it's wonderful. Definitely a great buy.",positive
"Reasonably priced watch, performs adequately. Might consider other",neutral
"The camera works flawlessly, I'm impressed. Definitely",positive
"Excellent quality, book arrived on time and works great. Will be buying more from this brand.",positive
"Top notch router, fast delivery and",positive
"Reasonably priced camera, performs adequately.",neutral
This shoes is cheaply made and fell apart quickly. Complete waste of money.,negative
"The vacuum cleaner is defective,",negative
"I absolutely love this router, it works perfectly!",positive
"I absolutely love this charger, it works perfectly!",positive
"I absolutely love this coffee maker, it works perfectly! Definitely a great buy.",positive
"Fantastic microwave, customer service was also great. Definitely a great buy.",positive
"Great shoes, exceeded",positive
"Superb build quality, this headphones is fantastic.",positive
"Not bad, not great, just a regular book.",neutral
"Horrible experience with this backpack, never",negative
"Not bad, not great, just a regular mouse. Might consider other brands next time.",neutral
"I'm so glad I bought this headphones, it's wonderful. Shipping was fast too.",positive
"The tablet is decent for the price, not amazing. Nothing to write home about.",neutral
"Great router, exceeded my expectations. Shipping was fast too.",positive
"This shoes does what it says, nothing extraordinary. Nothing to write home about.",neutral
"Perfect shoes for the price, couldn't be happier. Will be buying more from this brand.",positive
"Very disappointed with this blender, waste of money. Do",negative
"Not bad, not great, just a regular television. Might consider other brands next time.",neutral
"It's an average laptop, meets basic requirements. Nothing to",neutral
"Very disappointed with this headphones, waste of money. Do not buy this.",negative
"This book is terrible, broke after one day.",negative
Bad shoes.,negative
"Reasonably priced camera, performs adequately. Nothing to write home about.",neutral
The mouse arrived damaged and customer service was rude. Do not buy this.,negative
"Waste, avoid this phone.",negative
The router arrived damaged and customer service was rude. Never ordering from here again.,negative
"Reasonably priced headphones, performs adequately.",neutral
"I absolutely love this book, it works perfectly! Definitely a great buy.",positive
This router is cheaply made and fell apart quickly. Complete waste of money.,negative
"This charger is terrible, broke after one day. Never ordering from here again.",negative
Okay charger.,neutral
"Superb build quality, this printer is fantastic.",positive
"Perfect monitor for the price, couldn't be happier.",positive
"I'm so glad I bought this printer, it's wonderful. My whole family loves it.",positive
"Very disappointed with this laptop, waste of money. Complete waste of money.",negative
"Top notch charger, fast delivery and great",positive
"Average headphones, does the job but nothing more. It's okay for the price.",neutral
"Outstanding mouse, will definitely buy again. My whole family loves it.",positive
"I'm so glad I bought this tablet, it's wonderful. Will be buying more from this brand.",positive
"The microwave is okay for casual use, nothing outstanding.",neutral
"Bad camera, completely different from what was advertised. Asked for a refund.",negative
"The mouse works as expected, no complaints really. Nothing to write home about.",neutral
"The headphones is okay, nothing special about",neutral
"Waste, avoid this watch.",negative
Bad television.,negative
Bad speaker.,negative
"This headphones does what it says, nothing extraordinary. It's okay",neutral
"Very happy with this book, five",positive
"Poor quality tablet, would not recommend.",negative
"This microwave does what it says, nothing extraordinary. Might consider other brands next time.",neutral
"Awful laptop, broke within days of use. Asked for a refund.",negative
"The jacket is okay, nothing special about it. Might consider other brands next time.",neutral
"I regret buying this printer, it's just useless. Never ordering from here again.",negative
"This book is a scam, doesn't work as advertised. Never ordering from here again.",negative
"This laptop does what it says, nothing",neutral
This tablet is cheaply made and fell apart quickly. Do not buy this.,negative
"This charger does what it says, nothing extraordinary. Might consider other brands next time.",neutral
This printer is cheaply made and fell apart quickly. Asked for a refund.,negative
"Terrible build quality, this vacuum cleaner is a huge letdown. Complete waste of money.",negative
"I regret buying this charger, it's just useless. Complete waste of money.",negative
"It's a standard coffee maker, works fine for basic needs. It's okay for the price.",neutral
"Extremely disappointed, the book does not work at all.",negative
"This printer is fine, could be better though.",neutral
"The book works as expected, no complaints really.",neutral
"The jacket is defective, requesting a refund immediately. Do not buy this.",negative
"I'm so glad I bought this headphones, it's wonderful. Definitely a great buy.",positive
The router arrived damaged and customer service was rude.,negative
"Average coffee maker, does the job but nothing more. Might consider other brands next time.",neutral
"The speaker works as expected, no complaints",neutral
"This vacuum cleaner is a scam, doesn't work as advertised. Asked for a refund.",negative
"Awful vacuum cleaner, broke within days of use. Never ordering from here again.",negative
"It's an average phone, meets basic requirements. Nothing to write home about.",neutral
"I absolutely love this mouse, it works perfectly! Will be buying more from this brand.",positive
"Horrible experience with this microwave, never buying again. Never ordering from here again.",negative
"I'm so glad I bought this jacket, it's wonderful.",positive
"This vacuum cleaner is terrible, broke after one day. Complete waste of money.",negative
"The laptop is okay for casual use, nothing outstanding. Nothing to write home about.",neutral
"The laptop works as expected, no complaints really. Might consider other brands next time.",neutral
"This shoes does what it says, nothing extraordinary. It's okay for the price.",neutral
"I regret buying this backpack, it's",negative
